pool_name,Individual_ID,demux_dons,vir_res,n_vir_dons,init_ratio,final_dons,cell_counts,n_final_dons,final_ratio,status
NPSAD-20210126-A1-cDNA,Donor_794,donor3,3849,6,0.204104358892778,donor1,3019,6,0.273361101050344,kept
NPSAD-20210126-A1-cDNA,Donor_134,donor4,2823,6,0.149697741011772,donor3,2053,6,0.185892792466498,kept
NPSAD-20210126-A1-cDNA,Donor_165,donor5,2543,6,0.13484993106374,donor4,1897,6,0.171767475552336,kept
NPSAD-20210126-A1-cDNA,Donor_58,donor6,830,6,0.0440131509173825,donor6,414,6,0.0374864179645056,kept
NPSAD-20210126-A2-cDNA,Donor_1243,donor1,4011,6,0.220955214014212,donor2,2588,6,0.248654880860876,kept
NPSAD-20210126-A2-cDNA,Donor_202,donor2,3995,6,0.220073816999945,donor5,871,6,0.0836856264411991,kept
NPSAD-20210126-A2-cDNA,Donor_794,donor3,3746,6,0.206357075965405,donor1,2777,6,0.266813989239047,kept
NPSAD-20210126-A2-cDNA,Donor_134,donor4,3263,6,0.179749903597202,donor3,1991,6,0.191295157571099,kept
NPSAD-20210126-A2-cDNA,Donor_165,donor5,2392,6,0.131768853633008,donor4,1742,6,0.167371252882398,kept
NPSAD-20210126-A2-cDNA,Donor_58,donor6,746,6,0.0410951357902275,donor6,439,6,0.0421790930053805,kept
NPSAD-20210126-C2-cDNA,Donor_722,donor1,3798,6,0.2583849241445,donor1,2843,6,0.292369395310572,kept
NPSAD-20210126-C2-cDNA,Donor_82,donor2,3553,6,0.241717123613851,donor2,2388,6,0.245577951460304,kept
NPSAD-20210126-C2-cDNA,Donor_57,donor3,2718,6,0.184910538131846,donor3,2034,6,0.209173179761415,kept
NPSAD-20210126-C2-cDNA,Donor_375,donor4,2158,6,0.146812708347507,donor4,1421,6,0.14613327848622,kept
NPSAD-20210126-C2-cDNA,Donor_395,donor5,1721,6,0.117082794747942,donor5,668,6,0.0686960098724805,kept
NPSAD-20210126-C2-cDNA,Donor_1037,donor6,751,6,0.0510919110143547,donor6,370,6,0.0380501851090086,kept
NPSAD-20210127-A3-cDNA,Donor_1190,donor1,4112,6,0.222174194942727,donor1,3270,6,0.239157463614423,kept
NPSAD-20210127-A3-cDNA,Donor_811,donor2,3716,6,0.200778041927815,donor2,2912,6,0.21297447524318,kept
NPSAD-20210127-A3-cDNA,Donor_1433,donor3,3521,6,0.190242057488654,donor3,2478,6,0.181233087105975,kept
NPSAD-20210127-A3-cDNA,Donor_874,donor4,2870,6,0.155068078668684,donor4,2245,6,0.16419220361296,kept
NPSAD-20210127-A3-cDNA,Donor_802,donor5,2322,6,0.125459260860169,donor6,1345,6,0.0983690484897243,kept
NPSAD-20210127-A3-cDNA,Donor_1247,donor6,1967,6,0.106278366111952,donor5,1423,6,0.104073721933738,kept
NPSAD-20210127-A4-cDNA,Donor_1190,donor1,3971,6,0.214266443641073,donor1,3101,6,0.22472642945141,kept
NPSAD-20210127-A4-cDNA,Donor_811,donor2,3783,6,0.204122376301732,donor2,2956,6,0.214218421624755,kept
NPSAD-20210127-A4-cDNA,Donor_1433,donor3,3505,6,0.189122106512707,donor3,2595,6,0.188057105587361,kept
NPSAD-20210127-A4-cDNA,Donor_874,donor4,2866,6,0.154643069119948,donor4,2273,6,0.16472208131024,kept
NPSAD-20210127-A4-cDNA,Donor_802,donor5,2372,6,0.127987913451681,donor6,1385,6,0.10036959199942,kept
NPSAD-20210127-A4-cDNA,Donor_1247,donor6,2036,6,0.109858090972859,donor5,1489,6,0.107906370026814,kept
NPSAD-20210128-A1-cDNA,Donor_93,donor1,5607,5,0.290834586856165,donor1,3894,5,0.279661016949152,kept
NPSAD-20210128-A1-cDNA,Donor_237,donor2,3889,5,0.2017220810208,donor2,3234,5,0.232260844584889,kept
NPSAD-20210128-A1-cDNA,Donor_1293,donor3,3879,5,0.201203381918149,donor3,2767,5,0.198721631715024,kept
NPSAD-20210128-A1-cDNA,Donor_1289,donor4,3411,5,0.176928263914103,donor4,2636,5,0.189313415685148,kept
NPSAD-20210128-A1-cDNA,Donor_774,donor5,2493,5,0.129311686290783,donor5,1393,5,0.100043091065786,kept
NPSAD-20210128-A2-cDNA,Donor_93,donor1,5784,5,0.2858837485172,donor1,4092,5,0.27483376989724,kept
NPSAD-20210128-A2-cDNA,Donor_1293,donor2,4126,5,0.203934361407671,donor3,3017,5,0.202632816173014,kept
NPSAD-20210128-A2-cDNA,Donor_237,donor3,4045,5,0.19993080268881,donor2,3355,5,0.225334139297468,kept
NPSAD-20210128-A2-cDNA,Donor_1289,donor4,3520,5,0.173981810992487,donor4,2794,5,0.187655316005104,kept
NPSAD-20210128-A2-cDNA,Donor_774,donor5,2757,5,0.136269276393832,donor5,1631,5,0.109543958627174,kept
NPSAD-20201202-A1-cDNA,Donor_412,donor1,4584,6,0.225768321513002,donor1,3743,6,0.28195856873823,kept
NPSAD-20201202-A1-cDNA,Donor_394,donor2,3961,6,0.195084712371946,donor2,2957,6,0.222749529190207,kept
NPSAD-20201202-A1-cDNA,Donor_680,donor3,3207,6,0.157949172576832,donor4,1704,6,0.128361581920904,kept
NPSAD-20201202-A1-cDNA,Donor_1168,donor4,3135,6,0.154403073286052,donor3,1848,6,0.139209039548023,kept
NPSAD-20201202-A1-cDNA,Donor_1335,donor5,3072,6,0.151300236406619,donor5,1600,6,0.120527306967985,kept
NPSAD-20201202-A1-cDNA,Donor_23,donor6,2345,6,0.115494483845548,donor6,1423,6,0.107193973634652,kept
NPSAD-20201203-A1-cDNA,Donor_711,donor1,5973,6,0.25869461648404,donor1,4431,6,0.255021582733813,kept
NPSAD-20201203-A1-cDNA,Donor_145,donor2,3989,6,0.172766252327948,donor2,3129,6,0.180086330935252,kept
NPSAD-20201203-A1-cDNA,Donor_1111,donor3,3977,6,0.17224652431894,donor5,2740,6,0.157697841726619,kept
NPSAD-20201203-A1-cDNA,Donor_1251,donor4,3754,6,0.162588245484863,donor3,2934,6,0.168863309352518,kept
NPSAD-20201203-A1-cDNA,Donor_1059,donor5,3402,6,0.147342890553943,donor4,2830,6,0.162877697841727,kept
NPSAD-20201203-A1-cDNA,Donor_1388,donor6,1994,6,0.0863614708302655,donor6,1311,6,0.0754532374100719,kept
NPSAD-20201216-C1-cDNA,Donor_266,donor1,3131,5,0.273593149248514,donor1,2582,5,0.305562130177515,kept
NPSAD-20201216-C1-cDNA,Donor_735,donor2,3080,5,0.269136665501573,donor2,2565,5,0.303550295857988,kept
NPSAD-20201216-C1-cDNA,Donor_331,donor3,2548,5,0.222649423278574,donor3,1959,5,0.231834319526627,kept
NPSAD-20201216-C1-cDNA,Donor_1108,donor4,2006,5,0.175288360713037,donor4,998,5,0.11810650887574,kept
NPSAD-20201216-C1-cDNA,Donor_1120,donor5,679,5,0.0593324012583013,donor5,346,5,0.0409467455621302,kept
NPSAD-20210126-C1-cDNA,Donor_722,donor1,3673,5,0.334212920837125,donor1,2645,5,0.373060648801128,kept
NPSAD-20210126-C1-cDNA,Donor_57,donor2,2732,5,0.248589626933576,donor2,2017,5,0.284485190409027,kept
NPSAD-20210126-C1-cDNA,Donor_375,donor3,2139,5,0.194631483166515,donor3,1371,5,0.193370944992948,kept
NPSAD-20210126-C1-cDNA,Donor_395,donor4,1683,5,0.153139217470428,donor4,719,5,0.101410437235543,kept
NPSAD-20210126-C1-cDNA,Donor_1037,donor5,763,5,0.0694267515923567,donor5,338,5,0.047672778561354,kept
NPSAD-20210127-C1-cDNA,Donor_743,donor1,2445,4,0.307818204708548,donor1,1099,4,0.329436450839328,kept
NPSAD-20210127-C1-cDNA,Donor_628,donor2,2015,4,0.253682487725041,donor4,666,4,0.199640287769784,kept
NPSAD-20210127-C1-cDNA,Donor_1093,donor3,1829,4,0.230265642704268,donor2,811,4,0.24310551558753,kept
NPSAD-20210127-C1-cDNA,Donor_1184,donor4,1654,4,0.208233664862143,donor3,760,4,0.227817745803357,kept
NPSAD-20210127-C2-cDNA,Donor_743,donor1,2496,4,0.282384885168005,donor3,700,4,0.23094688221709,kept
NPSAD-20210127-C2-cDNA,Donor_1184,donor2,2418,4,0.273560357506505,donor1,934,4,0.308149125701089,kept
NPSAD-20210127-C2-cDNA,Donor_628,donor3,2024,4,0.228985179318927,donor2,702,4,0.231606730451996,kept
NPSAD-20210127-C2-cDNA,Donor_1093,donor4,1901,4,0.215069578006562,donor4,695,4,0.229297261629825,kept
NPSAD-20210129-A1-cDNA,Donor_1440,donor1,6134,4,0.386612882894239,donor1,4552,3,0.567864271457086,kept
NPSAD-20210129-A1-cDNA,Donor_518,donor2,4703,4,0.2964200176478,donor4,0,3,0,removed
NPSAD-20210129-A1-cDNA,Donor_831,donor3,3139,4,0.197844447245683,donor2,2421,3,0.302020958083832,kept
NPSAD-20210129-A1-cDNA,Donor_184,donor4,1890,4,0.119122652212278,donor3,1043,3,0.130114770459082,kept
NPSAD-20210129-A2-cDNA,Donor_1440,donor1,5831,4,0.375660353047288,donor1,4253,4,0.372808555399719,kept
NPSAD-20210129-A2-cDNA,Donor_518,donor2,4578,4,0.294936219559335,donor2,3599,4,0.315480364656381,kept
NPSAD-20210129-A2-cDNA,Donor_831,donor3,3137,4,0.202100244813813,donor3,2453,4,0.215024544179523,kept
NPSAD-20210129-A2-cDNA,Donor_184,donor4,1976,4,0.127303182579564,donor4,1103,4,0.0966865357643759,kept
NPSAD-20210129-C1-cDNA,Donor_473,donor1,3293,6,0.264010262166279,donor1,2677,6,0.264082075564763,kept
NPSAD-20210129-C1-cDNA,Donor_267,donor2,3065,6,0.24573077848152,donor2,2631,6,0.25954424385913,kept
NPSAD-20210129-C1-cDNA,Donor_73,donor3,1613,6,0.129319329752265,donor6,1120,6,0.110486337180625,kept
NPSAD-20210129-C1-cDNA,Donor_221,donor4,1583,6,0.126914134530586,donor3,1329,6,0.131103876886653,kept
NPSAD-20210129-C1-cDNA,Donor_1286,donor5,1463,6,0.117293353643871,donor5,1148,6,0.113248495610141,kept
NPSAD-20210129-C1-cDNA,Donor_351,donor6,1456,6,0.116732141425479,donor4,1232,6,0.121534970898688,kept
NPSAD-20210202-C1-cDNA,Donor_1171,donor1,4249,4,0.453129998933561,donor1,1437,4,0.427297056199822,kept
NPSAD-20210202-C1-cDNA,Donor_443,donor2,2557,4,0.272688493121467,donor2,986,4,0.293190603627713,kept
NPSAD-20210202-C1-cDNA,Donor_1253,donor3,1806,4,0.192598912232057,donor3,757,4,0.225096639904847,kept
NPSAD-20210202-C1-cDNA,Donor_8,donor4,765,4,0.0815825957129146,donor4,183,4,0.0544157002676182,kept
NPSAD-20210202-C2-cDNA,Donor_1171,donor1,4145,4,0.45379899277425,donor1,1366,4,0.410580102194169,kept
NPSAD-20210202-C2-cDNA,Donor_443,donor2,2407,4,0.263520910882417,donor2,957,4,0.287646528403968,kept
NPSAD-20210202-C2-cDNA,Donor_1253,donor3,1806,4,0.197722793956646,donor3,800,4,0.240456868049294,kept
NPSAD-20210202-C2-cDNA,Donor_8,donor4,776,4,0.0849573023866871,donor4,204,4,0.0613165013525699,kept
NPSAD-20210203-C1-cDNA,Donor_1163,donor1,4588,6,0.208289826122486,donor1,3311,6,0.208042726987119,kept
NPSAD-20210203-C1-cDNA,Donor_138,donor2,4445,6,0.201797793616925,donor2,3072,6,0.193025447690858,kept
NPSAD-20210203-C1-cDNA,Donor_1427,donor3,3942,6,0.178962182775684,donor3,2916,6,0.183223374175306,kept
NPSAD-20210203-C1-cDNA,Donor_464,donor4,3680,6,0.167067689653607,donor4,2772,6,0.174175306314797,kept
NPSAD-20210203-C1-cDNA,Donor_1225,donor5,3171,6,0.143959685840105,donor5,2534,6,0.159220860823123,kept
NPSAD-20210203-C1-cDNA,Donor_786,donor6,2201,6,0.0999228219911926,donor6,1310,6,0.0823122840087967,kept
NPSAD-20210203-C2-cDNA,Donor_1163,donor1,4256,6,0.207579378627518,donor1,3103,6,0.210258842661607,kept
NPSAD-20210203-C2-cDNA,Donor_138,donor2,4243,6,0.206945325074379,donor2,3035,6,0.205651172245562,kept
NPSAD-20210203-C2-cDNA,Donor_1427,donor3,3564,6,0.17382822026045,donor3,2749,6,0.186271852554547,kept
NPSAD-20210203-C2-cDNA,Donor_464,donor4,3525,6,0.171926059601034,donor4,2440,6,0.165334056105163,kept
NPSAD-20210203-C2-cDNA,Donor_1225,donor5,2914,6,0.142125542603521,donor5,2355,6,0.159574468085106,kept
NPSAD-20210203-C2-cDNA,Donor_786,donor6,2001,6,0.0975954738330976,donor6,1076,6,0.0729096083480146,kept
NPSAD-20210204-A1-cDNA,Donor_346,donor1,5756,5,0.275723318643418,donor1,4440,5,0.277916875312969,kept
NPSAD-20210204-A1-cDNA,Donor_819,donor2,4894,5,0.234431883502587,donor2,3520,5,0.220330495743615,kept
NPSAD-20210204-A1-cDNA,Donor_854,donor3,4363,5,0.208995976240659,donor3,3450,5,0.215948923385078,kept
NPSAD-20210204-A1-cDNA,Donor_1232,donor4,3971,5,0.190218432649933,donor4,3161,5,0.1978592889334,kept
NPSAD-20210204-A1-cDNA,Donor_1016,donor5,1892,5,0.090630388963403,donor5,1405,5,0.0879444166249374,kept
NPSAD-20210204-A2-cDNA,Donor_819,donor1,1347,5,0.278420835055808,donor2,730,5,0.244720080455917,kept
NPSAD-20210204-A2-cDNA,Donor_346,donor2,1339,5,0.276767259198016,donor1,819,5,0.274555816292323,kept
NPSAD-20210204-A2-cDNA,Donor_854,donor3,872,5,0.18023976849938,donor3,594,5,0.199128394233993,kept
NPSAD-20210204-A2-cDNA,Donor_1232,donor4,832,5,0.171971889210418,donor4,546,5,0.183037210861549,kept
NPSAD-20210204-A2-cDNA,Donor_1016,donor5,448,5,0.0926002480363787,donor5,294,5,0.0985584981562186,kept
NPSAD-20210205-A1-cDNA,Donor_1088,donor1,3771,6,0.29709288584259,donor1,2346,5,0.285609934258583,kept
NPSAD-20210205-A1-cDNA,Donor_1463,donor2,2956,6,0.232884266918774,donor2,1966,5,0.239347455563672,kept
NPSAD-20210205-A1-cDNA,Donor_299,donor3,2639,6,0.207909871582762,donor3,1901,5,0.231434136839542,kept
NPSAD-20210205-A1-cDNA,Donor_197,donor4,1698,6,0.133774521389742,donor4,1039,5,0.126491356221086,kept
NPSAD-20210205-A1-cDNA,Donor_1448,donor5,1602,6,0.126211297565587,donor5,962,5,0.117117117117117,kept
NPSAD-20210205-A1-cDNA,,donor6,27,6,0.00212715670054361,donor6,0,5,0,removed
NPSAD-20210205-A2-cDNA,Donor_1088,donor1,3485,6,0.289499916929723,donor1,2321,5,0.297831387142307,kept
NPSAD-20210205-A2-cDNA,Donor_1463,donor2,2683,6,0.222877554411032,donor3,1758,5,0.225587065315026,kept
NPSAD-20210205-A2-cDNA,Donor_299,donor3,2521,6,0.209420169463366,donor2,1812,5,0.232516360836648,kept
NPSAD-20210205-A2-cDNA,Donor_197,donor4,1701,6,0.14130254195049,donor4,955,5,0.122545874502759,kept
NPSAD-20210205-A2-cDNA,Donor_1448,donor5,1623,6,0.134823060309021,donor5,947,5,0.121519312203259,kept
NPSAD-20210205-A2-cDNA,,donor6,25,6,0.00207675693636817,donor6,0,5,0,removed
NPSAD-20210209-A1-cDNA,Donor_1209,donor1,4372,5,0.274623115577889,donor1,3250,5,0.279497764017888,kept
NPSAD-20210209-A1-cDNA,Donor_99,donor2,4053,5,0.254585427135678,donor2,3166,5,0.272273821809425,kept
NPSAD-20210209-A1-cDNA,Donor_547,donor3,3335,5,0.209484924623116,donor3,2593,5,0.222996216030272,kept
NPSAD-20210209-A1-cDNA,Donor_1282,donor4,3286,5,0.206407035175879,donor4,2213,5,0.19031647746818,kept
NPSAD-20210209-A1-cDNA,Donor_35,donor5,874,5,0.0548994974874372,donor5,406,5,0.0349157206742346,kept
NPSAD-20210209-A2-cDNA,Donor_1209,donor1,2289,5,0.272727272727273,donor1,1710,5,0.302869287991498,kept
NPSAD-20210209-A2-cDNA,Donor_99,donor2,1979,5,0.235791731204575,donor3,1198,5,0.212185618136734,kept
NPSAD-20210209-A2-cDNA,Donor_547,donor3,1810,5,0.215655903729298,donor2,1404,5,0.248671625929862,kept
NPSAD-20210209-A2-cDNA,Donor_1282,donor4,1790,5,0.213272965566544,donor4,1048,5,0.185618136733971,kept
NPSAD-20210209-A2-cDNA,Donor_35,donor5,525,5,0.0625521267723103,donor5,286,5,0.0506553312079348,kept
NPSAD-20210211-A1-cDNA,Donor_441,donor1,3093,5,0.252737375388135,donor1,2370,5,0.288391336091506,kept
NPSAD-20210211-A1-cDNA,Donor_780,donor2,2933,5,0.239663343683608,donor2,2038,5,0.247992212217084,kept
NPSAD-20210211-A1-cDNA,Donor_957,donor3,2450,5,0.200196110475568,donor3,1713,5,0.208444877099051,kept
NPSAD-20210211-A1-cDNA,Donor_64,donor4,2154,5,0.176009151822193,donor4,1113,5,0.135434412265758,kept
NPSAD-20210211-A1-cDNA,Donor_91,donor5,1608,5,0.131394018630495,donor5,984,5,0.1197371623266,kept
NPSAD-20210211-A2-cDNA,Donor_441,donor1,4346,5,0.262947725072604,donor1,3005,5,0.261600069643945,kept
NPSAD-20210211-A2-cDNA,Donor_780,donor2,3816,5,0.230880929332043,donor2,2625,5,0.228519195612431,kept
NPSAD-20210211-A2-cDNA,Donor_64,donor3,3105,5,0.187863020329138,donor4,2057,5,0.179071994428484,kept
NPSAD-20210211-A2-cDNA,Donor_957,donor4,2894,5,0.175096805421104,donor3,2160,5,0.188038652389658,kept
NPSAD-20210211-A2-cDNA,Donor_91,donor5,2367,5,0.143211519845111,donor5,1640,5,0.142770087925481,kept
NPSAD-20210211-C1-cDNA,Donor_142,donor1,4118,5,0.281630419915196,donor1,3470,5,0.32348280041018,kept
NPSAD-20210211-C1-cDNA,Donor_347,donor2,3759,5,0.257078375051293,donor2,2716,5,0.253192877785028,kept
NPSAD-20210211-C1-cDNA,Donor_1327,donor3,3253,5,0.22247298591164,donor3,2459,5,0.229234641558684,kept
NPSAD-20210211-C1-cDNA,Donor_544,donor4,1878,5,0.128436602379975,donor4,1422,5,0.132562692271837,kept
NPSAD-20210211-C1-cDNA,Donor_209,donor5,1614,5,0.110381616741896,donor5,660,5,0.0615269879742705,kept
NPSAD-20210211-C2-cDNA,Donor_142,donor1,3860,5,0.274108791364863,donor1,3306,5,0.31387069211051,kept
NPSAD-20210211-C2-cDNA,Donor_347,donor2,3682,5,0.261468541400369,donor2,2698,5,0.256147346435014,kept
NPSAD-20210211-C2-cDNA,Donor_1327,donor3,3118,5,0.221417412299389,donor3,2429,5,0.230608563562138,kept
NPSAD-20210211-C2-cDNA,Donor_544,donor4,1796,5,0.127538701888936,donor4,1366,5,0.129687648343302,kept
NPSAD-20210211-C2-cDNA,Donor_209,donor5,1626,5,0.115466553046442,donor5,734,5,0.0696857495490364,kept
NPSAD-20210212-A1-cDNA,Donor_14,donor1,4575,6,0.288370627166719,donor1,3613,5,0.40337166461985,kept
NPSAD-20210212-A1-cDNA,Donor_1361,donor2,4095,6,0.258115348250867,donor6,0,5,0,removed
NPSAD-20210212-A1-cDNA,Donor_538,donor3,2751,6,0.17340056728648,donor2,2056,5,0.229541141007034,kept
NPSAD-20210212-A1-cDNA,Donor_183,donor4,2296,6,0.144721084147494,donor3,1748,5,0.195154627665513,kept
NPSAD-20210212-A1-cDNA,Donor_1491,donor5,1470,6,0.0926567916797983,donor4,1114,5,0.124371999553422,kept
NPSAD-20210212-A1-cDNA,Donor_1179,donor6,678,6,0.0427355814686417,donor5,426,5,0.0475605671541811,kept
NPSAD-20210212-A2-cDNA,Donor_14,donor1,4588,6,0.26921722802488,donor1,3383,5,0.370293345008757,kept
NPSAD-20210212-A2-cDNA,Donor_1361,donor2,4331,6,0.254136838399249,donor6,0,5,0,removed
NPSAD-20210212-A2-cDNA,Donor_183,donor3,2954,6,0.173336462856472,donor3,1931,5,0.211361646234676,kept
NPSAD-20210212-A2-cDNA,Donor_538,donor4,2696,6,0.158197394671987,donor2,2101,5,0.22996935201401,kept
NPSAD-20210212-A2-cDNA,Donor_1491,donor5,1571,6,0.092184015960568,donor4,1153,5,0.126204028021016,kept
NPSAD-20210212-A2-cDNA,Donor_1179,donor6,902,6,0.0529280600868443,donor5,568,5,0.0621716287215412,kept
NPSAD-20210212-C1-cDNA,Donor_466,donor1,4243,6,0.247564035241263,donor3,2159,6,0.217465753424658,kept
NPSAD-20210212-C1-cDNA,Donor_60,donor2,3172,6,0.185074975202754,donor2,2222,6,0.223811442385173,kept
NPSAD-20210212-C1-cDNA,Donor_1376,donor3,2955,6,0.172413793103448,donor1,2277,6,0.229351329572925,kept
NPSAD-20210212-C1-cDNA,Donor_2,donor4,2775,6,0.161911430071766,donor4,1579,6,0.159045124899275,kept
NPSAD-20210212-C1-cDNA,Donor_376,donor5,2505,6,0.146157885524243,donor5,1264,6,0.127316680096696,kept
NPSAD-20210212-C1-cDNA,Donor_555,donor6,1489,6,0.086877880856526,donor6,427,6,0.0430096696212732,kept
NPSAD-20210212-C2-cDNA,Donor_466,donor1,4672,6,0.246166815954476,donor1,3862,6,0.299403054500349,kept
NPSAD-20210212-C2-cDNA,Donor_60,donor2,3478,6,0.18325517677433,donor3,2367,6,0.18350259710055,kept
NPSAD-20210212-C2-cDNA,Donor_1376,donor3,3352,6,0.176616260076927,donor2,2604,6,0.201876114427475,kept
NPSAD-20210212-C2-cDNA,Donor_2,donor4,2918,6,0.15374888034143,donor4,1841,6,0.142724242189317,kept
NPSAD-20210212-C2-cDNA,Donor_376,donor5,2889,6,0.152220875704726,donor5,1696,6,0.13148306070238,kept
NPSAD-20210212-C2-cDNA,Donor_555,donor6,1670,6,0.0879919911481111,donor6,529,6,0.0410109310799287,kept
NPSAD-20210216-A1-cDNA,Donor_1161,donor1,4718,4,0.376146057561987,donor1,3365,4,0.385806007796377,kept
NPSAD-20210216-A1-cDNA,Donor_361,donor2,3068,4,0.244598580881767,donor2,2274,4,0.260720018344416,kept
NPSAD-20210216-A1-cDNA,Donor_1290,donor3,2618,4,0.208721996332616,donor3,1759,4,0.201673927998166,kept
NPSAD-20210216-A1-cDNA,Donor_1221,donor4,2139,4,0.170533365223631,donor4,1324,4,0.151800045861041,kept
NPSAD-20210216-A2-cDNA,Donor_1161,donor1,4570,4,0.377498760944986,donor1,3401,4,0.406041069723018,kept
NPSAD-20210216-A2-cDNA,Donor_361,donor2,3038,4,0.250949942177433,donor2,2268,4,0.270773638968481,kept
NPSAD-20210216-A2-cDNA,Donor_1290,donor3,2543,4,0.210061126714026,donor3,1682,4,0.200811843361987,kept
NPSAD-20210216-A2-cDNA,Donor_1221,donor4,1955,4,0.161490170163555,donor4,1025,4,0.122373447946514,kept
NPSAD-20210216-C1-cDNA,Donor_456,donor1,2948,3,0.405837004405286,donor1,2295,3,0.446411204045905,kept
NPSAD-20210216-C1-cDNA,Donor_323,donor2,2251,3,0.30988436123348,donor2,1683,3,0.327368216300331,kept
NPSAD-20210216-C1-cDNA,Donor_13,donor3,2065,3,0.284278634361233,donor3,1163,3,0.226220579653764,kept
NPSAD-20210216-C2-cDNA,Donor_456,donor1,3714,3,0.393515575333757,donor1,2895,3,0.418534046551973,kept
NPSAD-20210216-C2-cDNA,Donor_13,donor2,2920,3,0.309387582114855,donor3,1834,3,0.265143848489229,kept
NPSAD-20210216-C2-cDNA,Donor_323,donor3,2804,3,0.297096842551388,donor2,2188,3,0.316322104958797,kept
NPSAD-20210217-A1-cDNA,Donor_416,donor1,1984,4,0.629641383687718,donor1,602,4,0.547272727272727,kept
NPSAD-20210217-A1-cDNA,Donor_830,donor2,487,4,0.154554109806411,donor2,274,4,0.249090909090909,kept
NPSAD-20210217-A1-cDNA,Donor_1245,donor3,357,4,0.113297365915582,donor4,72,4,0.0654545454545455,kept
NPSAD-20210217-A1-cDNA,Donor_448,donor4,323,4,0.102507140590289,donor3,152,4,0.138181818181818,kept
NPSAD-20210217-A2-cDNA,Donor_416,donor1,3274,4,0.305638536221061,donor1,2599,4,0.381868939171319,kept
NPSAD-20210217-A2-cDNA,Donor_1245,donor2,2994,4,0.279499626587005,donor4,796,4,0.116955627387599,kept
NPSAD-20210217-A2-cDNA,Donor_830,donor3,2299,4,0.214619118745332,donor2,1978,4,0.290625918307376,kept
NPSAD-20210217-A2-cDNA,Donor_448,donor4,2145,4,0.200242718446602,donor3,1433,4,0.210549515133706,kept
NPSAD-20210217-C1-cDNA,Donor_401,donor1,2583,6,0.302955665024631,donor1,2047,6,0.341907466176716,kept
NPSAD-20210217-C1-cDNA,Donor_697,donor2,2086,6,0.244663382594417,donor2,1613,6,0.269417070319025,kept
NPSAD-20210217-C1-cDNA,Donor_1154,donor3,1377,6,0.161505981703026,donor3,885,6,0.147820277267413,kept
NPSAD-20210217-C1-cDNA,Donor_1478,donor4,1213,6,0.142270701384002,donor5,692,6,0.115583764823785,kept
NPSAD-20210217-C1-cDNA,Donor_948,donor5,1025,6,0.120220501993901,donor4,698,6,0.116585936195089,kept
NPSAD-20210217-C1-cDNA,Donor_178,donor6,242,6,0.0283837673000235,donor6,52,6,0.00868548521797227,kept
NPSAD-20210217-C2-cDNA,Donor_401,donor1,2215,6,0.285070785070785,donor1,1739,6,0.328423040604344,kept
NPSAD-20210217-C2-cDNA,Donor_697,donor2,1787,6,0.22998712998713,donor2,1386,6,0.261756373937677,kept
NPSAD-20210217-C2-cDNA,Donor_1154,donor3,1256,6,0.161647361647362,donor3,793,6,0.149763928234183,kept
NPSAD-20210217-C2-cDNA,Donor_1478,donor4,1197,6,0.154054054054054,donor4,680,6,0.128423040604344,kept
NPSAD-20210217-C2-cDNA,Donor_948,donor5,1046,6,0.134620334620335,donor5,645,6,0.121813031161473,kept
NPSAD-20210217-C2-cDNA,Donor_178,donor6,269,6,0.0346203346203346,donor6,52,6,0.00982058545797923,kept
NPSAD-20210218-A1-cDNA,Donor_634,donor1,2074,6,0.267958656330749,donor1,1702,6,0.328064764841943,kept
NPSAD-20210218-A1-cDNA,Donor_389,donor2,1809,6,0.233720930232558,donor2,1101,6,0.212220508866615,kept
NPSAD-20210218-A1-cDNA,Donor_633,donor3,1588,6,0.205167958656331,donor3,992,6,0.191210485736315,kept
NPSAD-20210218-A1-cDNA,Donor_770,donor4,992,6,0.128165374677003,donor4,656,6,0.126445643793369,kept
NPSAD-20210218-A1-cDNA,Donor_1352,donor5,673,6,0.0869509043927649,donor5,399,6,0.0769082498072475,kept
NPSAD-20210218-A1-cDNA,Donor_740,donor6,604,6,0.0780361757105943,donor6,338,6,0.0651503469545104,kept
NPSAD-20210218-A2-cDNA,Donor_634,donor1,4366,6,0.254103131183797,donor1,3641,6,0.295128475318149,kept
NPSAD-20210218-A2-cDNA,Donor_389,donor2,4035,6,0.234838784774764,donor2,2805,6,0.227364837480749,kept
NPSAD-20210218-A2-cDNA,Donor_633,donor3,3313,6,0.192818065417297,donor3,2498,6,0.202480343681608,kept
NPSAD-20210218-A2-cDNA,Donor_770,donor4,2267,6,0.131940402747061,donor4,1494,6,0.121099132690281,kept
NPSAD-20210218-A2-cDNA,Donor_1352,donor5,1710,6,0.0995227563729484,donor5,968,6,0.0784631596011996,kept
NPSAD-20210218-A2-cDNA,Donor_740,donor6,1491,6,0.0867768595041322,donor6,931,6,0.0754640512280133,kept
NPSAD-20210218-C1-cDNA,Donor_444,donor1,516,4,0.637824474660074,donor1,37,4,0.330357142857143,kept
NPSAD-20210218-C1-cDNA,Donor_1084,donor2,179,4,0.221260815822002,donor2,27,4,0.241071428571429,kept
NPSAD-20210218-C1-cDNA,Donor_188,donor3,67,4,0.0828182941903585,donor3,25,4,0.223214285714286,kept
NPSAD-20210218-C1-cDNA,Donor_290,donor4,47,4,0.0580964153275649,donor4,23,4,0.205357142857143,kept
